"year","DOY","Date","Rain","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin"
NA,216,"1979-08-04",12.28,19.461,82.883,20.603,897.489,0.528,336.525,9.461,9.89,0.337,4.839,26.29,14.59
NA,217,"1979-08-05",0,19.324,81.345,18.022,898.675,0.594,336.525,9.324,8.651,0.375,5.008,26.54,13.94
NA,218,"1979-08-06",8.2,18.64,84.89,12.873,897.835,0.364,336.525,8.64,6.179,0.437,3.824,27.07,13.81
NA,219,"1979-08-07",0,19.7,81.71,19.032,897.062,0.579,336.525,9.7,9.135,0.35,5.033,26.79,14.59
NA,220,"1979-08-08",9.18,17.746,90.269,3.661,896.775,0.188,336.525,7.746,1.757,0.518,2.067,21.54,15.2
NA,221,"1979-08-09",0,19.881,82.038,18.779,897.114,0.529,336.525,9.881,9.014,0.374,5.039,27.26,14.19
NA,222,"1979-08-10",0,19.99,81.653,15.878,896.608,0.464,336.525,9.99,7.621,0.415,5.079,27.32,15.13
NA,223,"1979-08-11",2.05,20.073,83.527,16.408,896.722,0.591,336.525,10.072,7.876,0.4,4.612,27.66,15.78
NA,224,"1979-08-12",0,18.894,87.274,8.31,897.21,0.359,336.525,8.894,3.989,0.507,3.041,24.13,15.65
NA,225,"1979-08-13",0,20.071,79.661,16.694,897.654,0.542,336.525,10.071,8.013,0.407,5.68,28.07,15.88
NA,226,"1979-08-14",0,19.836,80.876,11.685,896.864,0.55,336.525,9.836,5.609,0.464,5.085,26.76,15.31
NA,227,"1979-08-15",10.24,18.035,89.31,5.609,896.51,0.308,336.525,8.035,2.692,0.505,2.361,22.32,15.58
NA,228,"1979-08-16",0,19.688,83.295,16.699,896.887,0.488,336.525,9.688,8.015,0.394,4.552,27.23,14.65
NA,229,"1979-08-17",16.38,20.002,86.021,11.564,896.862,0.421,336.525,10.002,5.551,0.459,3.796,26.3,16.6
NA,230,"1979-08-18",12.3,18.058,90.526,4.421,895.508,0.152,336.525,8.057,2.122,0.51,2.083,22.58,15.47
NA,231,"1979-08-19",21.51,19.23,85.61,11.049,895.925,0.339,336.525,9.23,5.303,0.489,3.731,26.01,15.24
NA,232,"1979-08-20",4.09,18.278,86.356,11.681,897.125,0.453,336.525,8.278,5.607,0.466,3.302,26.16,15.3
NA,233,"1979-08-21",3.07,17.546,87.478,5.908,897.887,0.271,336.525,7.546,2.836,0.487,2.704,22.37,15
NA,234,"1979-08-22",3.07,18.401,85.758,11.078,897.158,0.334,336.525,8.401,5.318,0.46,3.422,24.58,15.06
NA,235,"1979-08-23",0,19.289,83.365,17.49,896.062,0.421,336.525,9.289,8.395,0.391,4.467,26.29,15.28
NA,236,"1979-08-24",0,20.474,80.568,19.381,894.837,0.597,336.525,10.474,9.303,0.37,5.562,27.32,14.9
NA,237,"1979-08-25",0,20.534,79.512,16.199,894.635,0.552,336.525,10.534,7.776,0.413,5.69,25.89,16.11
NA,238,"1979-08-26",0,20.038,80.661,16.415,895.597,0.658,336.525,10.038,7.879,0.413,5.328,27.29,15.7
NA,239,"1979-08-27",33.79,19.417,82.454,16.685,896.337,0.448,336.525,9.417,8.009,0.397,4.857,26.93,15.29
NA,240,"1979-08-28",5.12,18.4,88.799,7.303,895.847,0.248,336.525,8.4,3.506,0.52,2.502,21.5,16.02
NA,241,"1979-08-29",1.04,19.446,84.921,11.899,895.708,0.314,336.525,9.446,5.712,0.457,3.819,24.98,16.01
NA,242,"1979-08-30",8.2,20.75,82.244,19.489,896.493,0.476,336.525,10.75,9.355,0.364,5.206,27.64,16.06
NA,243,"1979-08-31",0,20.95,79,22.931,896.664,0.719,336.525,10.95,11.007,0.301,6.329,27.94,15.28
NA,244,"1979-09-01",19.31,20.706,85.641,17.807,897.331,0.586,336.525,10.706,8.547,0.371,4.164,27.61,16.5
NA,245,"1979-09-02",22.61,20.404,86.67,13.811,899.01,0.392,336.525,10.404,6.629,0.443,3.514,26,17.08
NA,246,"1979-09-03",20.67,20.153,92.112,9.068,900.8,0.148,336.525,10.153,4.353,0.49,1.913,23.54,17.88
NA,247,"1979-09-04",11.52,20.382,90.435,13.138,900.111,0.457,336.525,10.382,6.306,0.448,2.577,26.22,17.56
NA,248,"1979-09-05",15.69,19.785,87.608,14.325,898.338,0.547,336.525,9.785,6.876,0.452,3.105,25.58,16.1
NA,249,"1979-09-06",1.9,19.213,90.27,9.646,899.302,0.376,336.525,9.213,4.63,0.486,2.289,24.51,16.07
NA,250,"1979-09-07",6.94,19.981,89.101,15.725,900.093,0.529,336.525,9.981,7.548,0.417,2.802,25.69,16.26
NA,251,"1979-09-08",2.1,21.104,86.927,16.773,899.515,0.446,336.525,11.104,8.051,0.403,3.536,26.58,17.16
NA,252,"1979-09-09",2.2,21.809,82.528,19.333,898.325,0.704,336.525,11.809,9.28,0.372,5.041,27.83,17.74
NA,253,"1979-09-10",0.85,22.995,82.166,23.101,897.783,0.683,336.525,12.995,11.088,0.293,5.764,29.4,18.25
NA,254,"1979-09-11",2.98,22.034,84.853,13.898,897.249,0.531,336.525,12.034,6.671,0.424,4.342,26.39,17.6
NA,255,"1979-09-12",8.49,21.345,85.213,24.062,896.969,0.698,336.525,11.345,11.55,0.279,4.415,27.59,16.54
NA,256,"1979-09-13",30.1,20.621,87.789,16.016,896.605,0.52,336.525,10.621,7.688,0.399,3.396,26.88,16.5
NA,257,"1979-09-14",1.39,20.639,88.48,11.26,896.65,0.343,336.525,10.639,5.405,0.451,3.02,25.42,17.22
NA,258,"1979-09-15",52.25,21.084,87.354,17.021,897.228,0.606,336.525,11.084,8.17,0.384,3.53,26.98,17.73
NA,259,"1979-09-16",6.36,21.177,84.678,17.388,896.836,0.558,336.525,11.177,8.346,0.397,4.226,27.51,17.54
NA,260,"1979-09-17",0,20.648,85.699,17.602,896.653,0.493,336.525,10.648,8.449,0.363,3.672,25.08,17.22
NA,261,"1979-09-18",34.81,20.268,84.555,12.78,896.935,0.505,336.525,10.268,6.134,0.419,4.24,26.38,16.59
NA,262,"1979-09-19",17.01,19.675,86.463,10.178,897.898,0.309,336.525,9.675,4.885,0.478,3.342,25.75,17.48
NA,263,"1979-09-20",36.12,20.282,84.821,14.486,897.351,0.553,336.525,10.282,6.953,0.404,4.108,27.77,16.93
NA,264,"1979-09-21",7.28,20.206,82.911,12.459,897.158,0.469,336.525,10.206,5.98,0.453,4.336,24.95,16.29
NA,265,"1979-09-22",39.4,20.854,85.041,19.011,897.065,0.592,336.525,10.854,9.125,0.354,4.14,26.32,15.92
NA,266,"1979-09-23",30.81,20.174,92.939,10.833,896.675,0.257,336.525,10.174,5.2,0.451,1.913,25.1,17.73
NA,267,"1979-09-24",4.68,20.289,90.885,11.871,895.46,0.353,336.525,10.289,5.698,0.464,2.338,25.58,16.42
NA,268,"1979-09-25",1.8,19.926,90.203,7.019,895.907,0.328,336.525,9.926,3.369,0.461,2.436,25.1,17.61
NA,269,"1979-09-26",1.55,20.782,82.969,8.789,896.593,0.616,336.525,10.783,4.219,0.463,4.594,26.23,17.58
NA,270,"1979-09-27",23.62,20.101,87.558,11.15,896.822,0.411,336.525,10.101,5.352,0.417,3.358,28.51,16.56
NA,271,"1979-09-28",5.84,23.078,78.315,20.042,894.686,0.965,336.525,13.078,9.62,0.309,7.686,31.88,17.31
NA,272,"1979-09-29",4.51,20.613,90.55,10.49,895.081,0.331,336.525,10.613,5.035,0.456,2.446,24.73,17.29
NA,273,"1979-09-30",11.07,21.204,88.798,13.392,897.122,0.48,336.525,11.204,6.428,0.398,3.117,27.02,18.22
NA,274,"1979-10-01",0.49,21.233,86.949,12.394,897.827,0.269,336.525,11.233,5.949,0.419,3.434,25.98,18.16
NA,275,"1979-10-02",0.06,21.908,84.678,13.83,897.23,0.354,336.525,11.908,6.639,0.401,4.288,27.18,18.13
NA,276,"1979-10-03",0.07,22.498,82.804,23.658,897.147,0.697,336.525,12.498,11.356,0.237,5.236,28.47,17.71
NA,277,"1979-10-04",0.31,21.196,84.115,13.493,897.067,0.354,336.525,11.196,6.477,0.381,4.131,26.67,18.44
NA,278,"1979-10-05",7.84,20.247,87.666,9.466,897.312,0.316,336.525,10.247,4.544,0.425,3.077,24.5,17.72
NA,279,"1979-10-06",9.75,19.733,87.302,12.907,898.26,0.434,336.525,9.733,6.195,0.393,3.18,26.06,16.42
NA,280,"1979-10-07",0.63,22.726,80.961,23.509,899.478,0.628,336.525,12.726,11.284,0.248,5.814,28.85,18.87
NA,281,"1979-10-08",29.09,20.963,87.655,12.564,898.865,0.361,336.525,10.963,6.031,0.394,3.302,26.41,17.82
NA,282,"1979-10-09",1.5,21.025,89.945,12.542,897.601,0.238,336.525,11.025,6.02,0.412,2.667,26.32,16.94
NA,283,"1979-10-10",9.68,21.165,90.098,15.937,898.595,0.376,336.525,11.165,7.65,0.353,2.772,26.46,18.38
NA,284,"1979-10-11",0.56,21.654,82.834,22.364,899.331,0.677,336.525,11.654,10.735,0.259,4.82,27.55,16.8
NA,285,"1979-10-12",10.83,19.777,82.689,11.869,898.794,0.525,336.525,9.777,5.697,0.428,4.119,25.06,15.76
NA,286,"1979-10-13",0.63,19.994,81.335,21.318,898.446,0.651,336.525,9.994,10.233,0.282,4.616,25.98,15.38
NA,287,"1979-10-14",0.31,19.222,90.327,8.157,898.64,0.13,336.525,9.222,3.915,0.457,2.197,22.44,16.57
NA,288,"1979-10-15",0.06,20.686,79.79,24.857,897.492,0.726,336.525,10.686,11.931,0.208,5.525,26.44,15.16
NA,289,"1979-10-16",0.13,20.372,80.42,21.126,897.515,0.618,336.525,10.372,10.141,0.27,5.198,27.03,15.87
NA,290,"1979-10-17",0,19.605,82.571,16.509,898.646,0.522,336.525,9.605,7.924,0.357,4.469,26.31,15.45
NA,291,"1979-10-18",0.06,20.793,84.14,18.727,897.931,0.4,336.525,10.793,8.989,0.318,4.289,27.33,15.54
NA,292,"1979-10-19",1.05,19.661,87.72,11.54,896.502,0.221,336.525,9.661,5.539,0.419,2.906,22.93,17.47
NA,293,"1979-10-20",6.83,19.827,89.478,7.262,895.504,0.114,336.525,9.827,3.486,0.472,2.522,23.34,17.45
NA,294,"1979-10-21",1.27,19.854,90.136,10.462,895.835,0.157,336.525,9.854,5.022,0.447,2.44,23.43,17.9
NA,295,"1979-10-22",0.62,20.119,82.827,9.372,895.565,0.214,336.525,10.119,4.498,0.444,4.242,24.02,17.15
NA,296,"1979-10-23",37.62,19.11,82.21,8.058,895.571,0.203,336.525,9.11,3.868,0.457,4.02,22.4,16.76
NA,297,"1979-10-24",2.58,19.187,80.703,9.938,895.964,0.239,336.525,9.187,4.77,0.453,4.403,23.12,16.09
NA,298,"1979-10-25",0.76,18.762,90.103,15.028,896.229,0.414,336.525,8.762,7.213,0.347,2.161,21.32,17
NA,299,"1979-10-26",1.36,19.527,79.994,15.454,896.54,0.442,336.525,9.527,7.418,0.347,4.887,23.41,16
NA,300,"1979-10-27",13.77,19.435,79.854,19.321,896.562,0.565,336.525,9.435,9.274,0.286,4.849,23.96,16.54
NA,301,"1979-10-28",1.27,19.028,82.013,14.336,896.546,0.386,336.525,9.028,6.881,0.389,4.265,23.45,16.28
NA,302,"1979-10-29",5.57,19.795,85.075,11.882,896.546,0.438,336.525,9.795,5.703,0.406,3.683,23.96,16.48
NA,303,"1979-10-30",1.07,19.177,91.78,8.851,896.563,0.202,336.525,9.177,4.249,0.453,1.875,21.82,17.99
NA,304,"1979-10-31",0.88,18.833,94.143,9.9,897.218,0.25,336.525,8.833,4.752,0.449,1.303,20.86,17.66
NA,305,"1979-11-01",1.36,19.672,84.19,18.324,895.582,0.578,336.525,9.672,8.796,0.287,4.314,27.89,15.14
NA,306,"1979-11-02",1.58,19.334,84.341,13.809,896.131,0.422,336.525,9.334,6.628,0.398,4.026,25.85,14.03
NA,307,"1979-11-03",1.14,19.382,84.564,15.01,896.04,0.4,336.525,9.382,7.205,0.338,3.928,24.47,15.28
NA,308,"1979-11-04",1.36,19.594,83.686,18.872,895.714,0.617,336.525,9.594,9.059,0.297,4.348,25.48,15.17
NA,309,"1979-11-05",2.68,19.969,83.63,18.929,894.944,0.538,336.525,9.969,9.086,0.287,4.409,25.5,14.71
NA,310,"1979-11-06",2.02,21.003,87.194,17.774,895.234,0.528,336.525,11.003,8.532,0.305,3.816,26.19,15.07
NA,311,"1979-11-07",0.92,19.599,88.347,14.018,895.451,0.491,336.525,9.599,6.729,0.365,3.105,26.22,15.12
NA,312,"1979-11-08",11.32,19.863,88.532,17.643,894.182,0.446,336.525,9.863,8.469,0.334,3.159,26.82,15.53
NA,313,"1979-11-09",11.29,20.272,88.187,17.968,894.719,0.485,336.525,10.272,8.625,0.326,3.378,27.01,15.42
NA,314,"1979-11-10",1.14,18.769,90.617,14.212,895.029,0.41,336.525,8.769,6.822,0.384,2.37,25.93,15.43
NA,315,"1979-11-11",1.36,19.003,90.269,9.027,895.008,0.403,336.525,9.003,4.333,0.439,2.309,23.57,16.21
NA,316,"1979-11-12",1.14,18.291,96.699,5.89,894.513,0.236,336.525,8.291,2.827,0.477,0.717,20.84,16.94
NA,317,"1979-11-13",23.99,18.215,91.938,10.902,894.092,0.384,336.525,8.215,5.233,0.41,1.906,24.72,15.61
NA,318,"1979-11-14",20.96,18.85,88.828,11.349,894.873,0.364,336.525,8.85,5.448,0.41,2.768,23.92,13.84
NA,319,"1979-11-15",1.58,20.396,87.626,17.513,894.97,0.555,336.525,10.396,8.406,0.318,3.647,27.74,15.24
NA,320,"1979-11-16",1.36,19.441,91.236,7.651,895.418,0.202,336.525,9.441,3.673,0.473,2.096,22.92,16.61
NA,321,"1979-11-17",2.24,21.298,84.693,19.551,895.466,0.615,336.525,11.298,9.384,0.273,4.534,27.82,16.4
NA,322,"1979-11-18",8.89,19.318,89.119,14.85,895.083,0.494,336.525,9.318,7.128,0.362,2.711,25.5,15.99
NA,323,"1979-11-19",5.79,18.979,81.203,15.277,894.722,0.488,336.525,8.979,7.333,0.352,4.506,24.16,14.72
NA,324,"1979-11-20",0.48,18.935,74.008,20.658,895.724,0.746,336.525,8.935,9.916,0.26,6.884,26.97,13.27
NA,325,"1979-11-21",0.48,19.439,78.93,21.343,896.605,0.761,336.525,9.439,10.245,0.232,6.06,28.42,14.18
NA,326,"1979-11-22",0.7,19.816,79.283,20.323,895.743,0.65,336.525,9.816,9.755,0.238,5.93,29.27,14.23
NA,327,"1979-11-23",0.48,19.837,79.57,15.23,895.046,0.49,336.525,9.837,7.31,0.346,5.68,28.81,16.3
NA,328,"1979-11-24",0.92,19.553,82.022,16.825,895.67,0.512,336.525,9.553,8.076,0.331,4.972,27.02,14.9
NA,329,"1979-11-25",1.36,19.458,83.919,17.862,895.5,0.541,336.525,9.458,8.574,0.315,4.366,27.07,14.84
NA,330,"1979-11-26",0.7,19.186,80.422,20.403,895.104,0.637,336.525,9.186,9.793,0.249,5.395,27.3,14.03
NA,331,"1979-11-27",1.14,18.516,84.515,11.605,895.434,0.4,336.525,8.516,5.571,0.406,3.711,24.92,13.59
NA,332,"1979-11-28",110.9,17.086,94.327,2.256,896.371,0.397,336.525,7.086,1.083,0.479,1.103,18.36,15.22
NA,333,"1979-11-29",8.23,18.28,85.596,11.308,896.762,0.569,336.525,8.28,5.428,0.413,3.368,23.92,14.83
NA,334,"1979-11-30",16.01,17.377,90.973,6.933,896.288,0.378,336.525,7.377,3.328,0.458,1.838,19.57,14.71
NA,335,"1979-12-01",1.01,19.307,90.141,7.958,895.306,0.347,336.525,9.307,3.82,0.446,2.416,25.05,16.86
NA,336,"1979-12-02",19.39,19,89.23,11.152,893.947,0.615,336.525,9,5.353,0.406,2.607,24.73,16.44
NA,337,"1979-12-03",42.84,17.004,94.717,3.503,894.143,0.507,336.525,7.004,1.682,0.479,1.031,19.51,16.08
NA,338,"1979-12-04",2,17.982,93.909,5.842,895.389,0.339,336.525,7.982,2.804,0.472,1.291,20.85,16.38
NA,339,"1979-12-05",7.83,18.704,92.265,5.112,896.356,0.305,336.525,8.704,2.454,0.46,1.752,23.56,17.14
NA,340,"1979-12-06",37.75,18.093,91.822,2.318,896.577,0.5,336.525,8.093,1.113,0.479,1.726,20.97,17.06
NA,341,"1979-12-07",38.73,16.786,94.283,3.328,896.295,0.664,336.525,6.786,1.597,0.479,1.099,18.34,13.75
NA,342,"1979-12-08",9.16,15.528,91.974,3.356,896.743,0.425,336.525,5.528,1.611,0.479,1.506,19.02,12.62
NA,343,"1979-12-09",13.24,15.379,94.71,4.073,897.064,0.432,336.525,5.379,1.955,0.478,0.936,18.73,13.46
NA,344,"1979-12-10",6.13,16.36,88.68,12.42,897.335,0.399,336.525,6.36,5.962,0.392,2.421,21.36,12.82
NA,345,"1979-12-11",42.85,16.994,91.393,7.547,897.881,0.391,336.525,6.994,3.622,0.448,1.801,20.74,14.91
NA,346,"1979-12-12",46.93,16.671,95.24,1.463,897.756,0.462,336.525,6.671,0.702,0.479,0.902,17.57,15.98
NA,347,"1979-12-13",38.79,16.543,95.047,4.506,897.135,0.368,336.525,6.543,2.163,0.475,0.947,22.1,13.71
NA,348,"1979-12-14",9.16,15.133,95.023,3.876,896.668,0.158,336.525,5.133,1.86,0.478,0.866,20.25,12.38
NA,349,"1979-12-15",2.01,15.504,93.678,2.853,897.164,0.177,336.525,5.504,1.37,0.479,1.124,18.67,12.26
NA,350,"1979-12-16",22.5,15.658,92.058,8.317,898.133,0.342,336.525,5.658,3.992,0.432,1.524,20.62,12.19
NA,351,"1979-12-17",13.3,16.931,95.24,2.773,898.345,0.277,336.525,6.931,1.331,0.479,0.919,18.54,13.33
NA,352,"1979-12-18",2.03,18.908,89.819,12.755,897.325,0.42,336.525,8.908,6.123,0.368,2.52,24.28,14.94
NA,353,"1979-12-19",0,17.851,83.276,15.411,896.689,0.454,336.525,7.851,7.397,0.339,3.914,23.37,12.22
NA,354,"1979-12-20",0,18.127,80.744,17.696,896.87,0.708,336.525,8.127,8.494,0.3,4.716,24.98,12.67
NA,355,"1979-12-21",1.03,18.093,82.055,13.195,896.9,0.527,336.525,8.093,6.334,0.383,4.073,23.56,12.56
NA,356,"1979-12-22",0,19.479,75.724,18.927,895.106,0.57,336.525,9.479,9.085,0.277,6.161,25.64,13.23
NA,357,"1979-12-23",0,19.507,82.025,16.395,894.112,0.617,336.525,9.507,7.87,0.323,4.637,25.11,13.58
NA,358,"1979-12-24",0,20.12,82.945,13.883,895.452,0.518,336.525,10.12,6.664,0.382,4.4,25.4,16.07
NA,359,"1979-12-25",5.07,18.724,83.815,6.541,897.006,0.948,336.525,8.724,3.14,0.453,3.697,23.96,15.47
NA,360,"1979-12-26",7.11,18.522,78.709,8.81,896.8,1.064,336.525,8.522,4.229,0.423,4.948,23.85,15.94
NA,361,"1979-12-27",7.1,16.619,87.881,2.635,897.335,0.262,336.525,6.619,1.265,0.478,2.412,20.41,14.42
NA,362,"1979-12-28",2.07,17.855,83.767,8.577,897.645,0.4,336.525,7.855,4.117,0.417,3.567,24.33,14.04
NA,363,"1979-12-29",0,19.175,79.592,16.083,897.741,0.77,336.525,9.175,7.72,0.326,5.105,26.42,13.27
NA,364,"1979-12-30",61.29,16.645,92.84,2.332,897.858,0.792,336.525,6.645,1.119,0.478,1.374,19.1,14.71
NA,365,"1979-12-31",22.5,17.811,89.359,2.741,897.814,0.522,336.525,7.811,1.316,0.477,2.227,21.94,15.72
NA,1,"1980-01-01",4.39,13.993,93.218,5.379,900.215,0.292,338.36,3.993,2.582,0.479,1.088,15.53,12.08
NA,2,"1980-01-02",0.73,15.862,88.186,16.91,899.863,0.496,338.36,5.862,8.117,0.323,2.462,22.28,12.38
NA,3,"1980-01-03",1.26,16.591,86.869,18.604,899.889,0.609,338.36,6.591,8.93,0.271,2.882,21.35,10.69
NA,4,"1980-01-04",0.39,17.572,88.945,18.519,900.759,0.526,338.36,7.572,8.889,0.281,2.607,23.47,12.49
NA,5,"1980-01-05",31.05,17.116,94.319,7.548,900.626,0.355,338.36,7.116,3.623,0.448,1.142,21.01,14.59
NA,6,"1980-01-06",5.61,17.996,90.994,16.271,899.513,0.478,338.36,7.996,7.81,0.329,2.064,23.16,15.27
NA,7,"1980-01-07",5.06,16.575,90.992,10.798,899.352,0.461,338.36,6.575,5.183,0.407,1.903,21.43,13.04
NA,8,"1980-01-08",0.86,17.204,90.699,15.598,899.5,0.558,338.36,7.204,7.487,0.335,2.131,22.67,12.41
NA,9,"1980-01-09",4.03,17.52,89.103,17.143,901.067,0.72,338.36,7.52,8.229,0.303,2.525,23.18,13.94
NA,10,"1980-01-10",0.69,17.126,84.446,20.556,901.212,0.869,338.36,7.126,9.867,0.257,3.489,22.82,13.38
NA,11,"1980-01-11",0.16,17.306,85.124,17.224,900.432,0.567,338.36,7.306,8.268,0.32,3.305,22.29,13.81
NA,12,"1980-01-12",1.2,16.613,87.781,11.817,899.92,0.497,338.36,6.613,5.672,0.376,2.563,21.72,13.3
NA,13,"1980-01-13",0.2,15.944,89.008,10.623,900.645,0.451,338.36,5.944,5.099,0.426,2.276,21.92,12.66
NA,14,"1980-01-14",0,16.718,84.916,15.737,901.338,0.531,338.36,6.718,7.554,0.338,3.369,22.06,11.98
NA,15,"1980-01-15",3.67,14.503,93.046,6.203,901.933,0.376,338.36,4.503,2.977,0.472,1.168,16.51,13.03
NA,16,"1980-01-16",9.16,13.089,93.37,4.237,903.303,0.494,338.36,3.089,2.034,0.474,1.011,14.84,11.45
NA,17,"1980-01-17",1.46,15.393,88.323,11.613,903.755,0.347,338.36,5.393,5.574,0.408,2.419,21.33,11.56
NA,18,"1980-01-18",0.83,13.825,88.232,11.412,903.385,0.487,338.36,3.825,5.478,0.429,2.062,18.09,10.34
NA,19,"1980-01-19",2.51,14.936,89.096,8.522,902.882,0.289,338.36,4.936,4.09,0.456,1.975,17.85,12.47
NA,20,"1980-01-20",3.85,15.103,87.797,9.938,901.868,0.439,338.36,5.103,4.77,0.443,2.3,19.27,13.05
NA,21,"1980-01-21",5.49,11.579,94.011,5.812,903.581,0.441,338.36,1.579,2.79,0.475,0.825,13.78,10.26
NA,22,"1980-01-22",13.31,12.761,93.23,6.709,903.464,0.22,338.36,2.761,3.22,0.471,1.046,15.5,10.44
NA,23,"1980-01-23",23.26,14.982,90.236,12.739,902.81,0.529,338.36,4.982,6.115,0.371,1.88,19.86,11.87
NA,24,"1980-01-24",6.19,16.335,84.614,18.645,901.372,0.66,338.36,6.335,8.95,0.289,3.443,22.9,10.79
NA,25,"1980-01-25",55.93,13.867,94.189,4.961,900.376,0.427,338.36,3.867,2.381,0.474,0.925,15.96,12.64
NA,26,"1980-01-26",24.55,14.975,91.03,10.194,901.185,0.618,338.36,4.975,4.893,0.406,1.672,19.06,12.09
NA,27,"1980-01-27",2.75,17.168,84.207,16.684,900.721,0.652,338.36,7.168,8.009,0.331,3.813,23.67,12.65
NA,28,"1980-01-28",8.9,15.477,92.163,8.73,900.357,0.228,338.36,5.477,4.19,0.445,1.435,18.06,13.76
NA,29,"1980-01-29",11.33,16.762,89.725,15.502,900.426,0.467,338.36,6.762,7.441,0.357,2.247,22.75,14.12
NA,30,"1980-01-30",2.94,17.475,83.805,21.326,901.463,0.627,338.36,7.475,10.237,0.248,3.841,23.07,13.33
NA,31,"1980-01-31",17.73,15.094,89.829,11.258,901.759,0.619,338.36,5.094,5.404,0.417,1.973,21.28,11.95
NA,32,"1980-02-01",1.17,19.252,83.507,14.814,897.048,0.628,338.36,9.252,7.111,0.372,4.39,25.03,14.07
NA,33,"1980-02-02",0.14,18.74,85.469,17.502,896.835,0.616,338.36,8.74,8.401,0.314,3.622,24.19,14.67
NA,34,"1980-02-03",0,17.887,85.199,14.389,897.415,0.775,338.36,7.887,6.907,0.352,3.609,23.75,13.17
NA,35,"1980-02-04",0.14,17.681,88.948,22.649,897.626,0.734,338.36,7.681,10.871,0.243,2.56,22.94,13.61
NA,36,"1980-02-05",0.07,18.145,86.324,16.078,898.329,0.495,338.36,8.145,7.718,0.355,3.361,24.26,13
NA,37,"1980-02-06",0,17.565,84.087,22.969,898.332,0.748,338.36,7.565,11.025,0.228,3.772,23.97,12.21
NA,38,"1980-02-07",0.9,15.936,84.064,9.539,898.186,0.316,338.36,5.936,4.579,0.445,3.14,20.14,12.25
NA,39,"1980-02-08",3.52,18.067,74.418,8.042,898.411,0.192,338.36,8.067,3.86,0.468,6.124,24.46,12.58
NA,40,"1980-02-09",0.07,18.689,86.891,13.508,898.08,0.507,338.36,8.689,6.484,0.383,3.296,25.27,14.52
NA,41,"1980-02-10",0,18.694,87.088,22.146,897.959,0.697,338.36,8.694,10.63,0.254,3.14,23.82,14.65
NA,42,"1980-02-11",1.99,19.12,86.579,11.312,897.327,0.52,338.36,9.12,5.43,0.421,3.254,23.42,14.87
NA,43,"1980-02-12",0.14,19.821,87.047,19.078,895.811,0.528,338.36,9.821,9.158,0.302,3.363,25.12,16.97
NA,44,"1980-02-13",5.22,19.566,86.906,9.689,897.776,0.469,338.36,9.566,4.651,0.438,3.396,25.03,15.91
NA,45,"1980-02-14",1.94,17.898,90.785,6.945,898.151,0.247,338.36,7.898,3.334,0.468,2.068,22.42,15.95
NA,46,"1980-02-15",1.32,19.953,86.138,20.647,897.763,0.674,338.36,9.953,9.911,0.284,3.72,26.15,15.67
NA,47,"1980-02-16",4.28,20.115,86.756,18.373,898.363,0.727,338.36,10.115,8.819,0.315,3.503,25.38,16.62
NA,48,"1980-02-17",16.5,18.136,89.139,6.741,898.752,0.327,338.36,8.136,3.235,0.476,2.36,21.89,16.01
NA,49,"1980-02-18",42.98,17.757,90.967,6.041,898.691,0.606,338.36,7.757,2.9,0.478,1.844,20.44,16.26
NA,50,"1980-02-19",33.98,18.423,89.861,13.682,899.16,0.762,338.36,8.423,6.567,0.389,2.327,23.54,16.21
NA,51,"1980-02-20",0.97,19.063,90.245,10.855,899.117,0.429,338.36,9.063,5.21,0.428,2.324,22.95,16.01
NA,52,"1980-02-21",0.89,20.384,86,14.15,898.15,0.505,338.36,10.384,6.792,0.391,3.66,25.69,17.25
NA,53,"1980-02-22",0.28,21.753,87.309,15.113,896.143,0.414,338.36,11.753,7.254,0.378,3.584,27.58,18.07
NA,54,"1980-02-23",0.28,23.357,85.664,18.427,895.754,0.47,338.36,13.357,8.845,0.336,4.449,30.46,18.62
NA,55,"1980-02-24",0,23.487,85.058,14.752,897.312,0.467,338.36,13.487,7.081,0.385,4.602,29.49,20.34
NA,56,"1980-02-25",96.29,18.932,93.077,3.933,899.903,0.461,338.36,8.932,1.888,0.476,1.593,22.25,17.15
NA,57,"1980-02-26",9.16,18.473,95.112,9.53,898.99,0.381,338.36,8.473,4.574,0.455,1.143,22.65,16.4
NA,58,"1980-02-27",2.69,20.061,91.817,14.498,899.063,0.392,338.36,10.061,6.959,0.388,2.137,25.73,16.47
NA,59,"1980-02-28",40.49,16.644,93.295,4.362,900.081,0.834,338.36,6.644,2.094,0.479,1.267,19.69,13.24
NA,60,"1980-02-29",40.49,16.644,93.295,4.362,900.081,0.834,338.36,6.644,2.094,0.479,1.267,19.69,13.24
NA,61,"1980-03-01",0,18.535,76.265,21.843,898.271,0.856,338.36,8.535,10.485,0.272,5.841,24.78,13.06
NA,62,"1980-03-02",1.82,18.753,75.291,25.187,897.271,0.991,338.36,8.753,12.09,0.213,6.329,24.96,12.82
NA,63,"1980-03-03",0,17.731,82.936,9.094,896.229,0.452,338.36,7.731,4.365,0.445,3.715,21.94,15.4
NA,64,"1980-03-04",0,18.439,75.767,19.476,896.313,0.688,338.36,8.439,9.349,0.304,5.896,24.3,12.41
NA,65,"1980-03-05",1.84,18.836,78.209,18.062,896.865,0.799,338.36,8.836,8.67,0.332,5.314,24.89,14.57
