Date	RH	Tmin	year	DOY	RAD	Rain	Pressure	WindSpeed	Tmax	Tair
08/07/1996	32.38	25.06	1996	190	24.93	3.7	911.5	62.7	19.4	25.59
09/07/1996	30.45	20.59	1996	191	24.12	12.4	911.9	72.89	19.14	21.17
10/07/1996	30.15	22.28	1996	192	24.18	1.15	912.7	73.36	19.99	22.91
11/07/1996	30.76	23	1996	193	24.45	0.68	912.7	68.23	19.69	23.67
12/07/1996	30.82	23.29	1996	194	24.01	0.11	912	70.19	18.96	24.21
13/07/1996	27.92	22.18	1996	195	23.05	1.26	912.2	73.67	19.61	23.17
14/07/1996	29.5	21.96	1996	196	23.11	5.24	911.9	71.44	18.56	22.53
15/07/1996	26.95	16.81	1996	197	22.45	1.34	912.6	82.33	19.93	17.27
16/07/1996	28.7	21.28	1996	198	23.07	0.36	912.6	77.99	19.05	22.3
17/07/1996	25.76	15.73	1996	199	22.22	2.93	912.1	81.65	19.77	16.6
18/07/1996	26.65	16.27	1996	200	21.75	5.37	912.5	85.97	19.01	17
19/07/1996	28.99	19.73	1996	201	22.57	5.15	912.8	75.78	18.32	20.54
20/07/1996	28.52	19.15	1996	202	22.53	4.7	912.6	81.86	19.2	20.12
21/07/1996	30.61	20.63	1996	203	23.74	0.07	913.8	69	18.87	21.51
22/07/1996	31.65	27.25	1996	204	24.46	0.05	914.3	63.67	18.99	28.68
23/07/1996	28.76	20.56	1996	205	23.25	0.55	913.9	73.36	20.1	22.11
24/07/1996	27.95	20.3	1996	206	22.33	4.17	913.3	74.66	18.81	21.41
25/07/1996	28.47	22.57	1996	207	22.59	5.85	913.2	77.71	18.63	23.31
26/07/1996	28.66	15.48	1996	208	22.93	9.67	912.8	81.2	19.89	16.55
27/07/1996	28.24	21.13	1996	209	22.73	5.78	912.3	80.29	19.1	22.86
28/07/1996	25.81	7.63	1996	210	22.42	3.74	910.5	85.72	19.46	9.76
29/07/1996	27.44	10.08	1996	211	22.09	4.13	913.5	81.82	18.3	11.05
30/07/1996	28.94	20.52	1996	212	23.12	3.84	913.9	75.43	19.21	21.43
31/07/1996	26.58	13.72	1996	213	22.04	4.42	914.3	78.63	19.38	14.54
01/08/1996	28.91	24.37	1996	214	23.1	0.02	913.4	73.64	18.71	25.51
02/08/1996	31.07	20.48	1996	215	24.21	0.14	913.1	68.22	18.77	21.56
03/08/1996	30.29	24.19	1996	216	24.15	0.57	913.2	72.09	19.23	25.28
04/08/1996	30.47	21.46	1996	217	24.15	0.92	912.9	72.75	19.43	22.63
05/08/1996	30.01	24.08	1996	218	23.83	0.01	912.6	65.9	19.33	25.26
06/08/1996	28.32	21.13	1996	219	22.84	0.43	912	73.69	19.23	21.96
07/08/1996	30.01	16.02	1996	220	23.36	3.52	911.4	75.35	19.56	16.87
08/08/1996	26.34	11.81	1996	221	21.97	7.81	911.8	84.95	19.99	12.42
09/08/1996	25.68	13.57	1996	222	21.52	4.86	912.6	82.18	18.81	14.32
10/08/1996	27.63	13.21	1996	223	22.16	4.99	913.1	78.66	18.17	13.88
11/08/1996	29.7	25.81	1996	224	23.39	0.66	913.2	70.7	18.51	26.71
12/08/1996	28.44	11.77	1996	225	22.63	3.36	913.4	77.46	19.22	12.62
13/08/1996	29.71	24.37	1996	226	23.24	1.03	914	68.8	17.96	25.19
14/08/1996	26.91	21.02	1996	227	22.36	4.16	913.5	80.98	18.96	22.04
15/08/1996	27.75	25.24	1996	228	22.39	3.93	913.7	79.26	19.29	26.23
16/08/1996	28.49	23.29	1996	229	22.86	0.48	913.3	75.54	18.56	24.38
17/08/1996	25.47	20.63	1996	230	21.41	3.18	912.9	81.98	18.57	21.2
18/08/1996	27.3	22.39	1996	231	21.73	5.76	912	84.02	17.57	23.28
19/08/1996	26.09	20.23	1996	232	21.64	1.27	911.7	85.57	18.54	20.8
20/08/1996	27.7	16.6	1996	233	22.25	3.01	910.8	78.91	18.34	17.26
21/08/1996	25.28	19.76	1996	234	21.9	1.48	909.6	83.14	19.63	20.81
22/08/1996	26.33	15.98	1996	235	22.09	1.26	910.6	80.07	18.81	16.95
23/08/1996	26.38	15.41	1996	236	22.09	0.48	912.2	77.02	18.78	15.92
24/08/1996	28.67	21.67	1996	237	22.76	0.36	912.8	75.01	19.53	22.24
25/08/1996	27.11	20.52	1996	238	22.55	0.45	911.9	73.67	19	21.16
26/08/1996	25.44	18.18	1996	239	21.8	10.1	911.8	84.12	19.51	18.56
27/08/1996	28.9	22.39	1996	240	22.66	4.06	911.9	76.07	19.44	22.96
28/08/1996	30.81	25.31	1996	241	23.66	0.21	912.2	66.33	18.08	26.21
29/08/1996	29.81	19.33	1996	242	23.22	0.03	912	71.04	18.02	20.33
30/08/1996	26.51	21.17	1996	243	22.13	0.02	911.5	75.23	17.6	22.07
31/08/1996	31.43	17.5	1996	244	24.51	0.01	910.7	69.34	19.04	18.08
01/09/1996	32.78	21.64	1996	245	25.32	0	910.1	66.14	19.16	22.12
02/09/1996	32.11	23.51	1996	246	24.87	0.04	910.8	69.55	19.65	23.88
03/09/1996	28.84	23.8	1996	247	23.95	0.06	910.9	71.66	20.88	24.8
04/09/1996	32.28	22.72	1996	248	24.96	0	909.4	66.13	20.08	23.2
05/09/1996	31.16	19.69	1996	249	24.6	1.25	908.9	68.41	20.27	20.1
06/09/1996	27.32	19.19	1996	250	22.62	11.16	909.7	82.95	20.23	20.01
07/09/1996	25.71	18.94	1996	251	21.69	9.55	909.5	88.69	19.9	19.48
08/09/1996	27.34	18.07	1996	252	22.44	2.39	909.3	78.07	18.87	18.39
09/09/1996	25.22	16.09	1996	253	22.09	2.97	909.7	87.05	20.25	16.67
10/09/1996	27.53	21.46	1996	254	22.96	0.91	910.5	79.15	19.73	22.38
11/09/1996	29.46	24.05	1996	255	23.41	0.68	910.5	74.86	19.23	24.82
12/09/1996	26.31	20.09	1996	256	22.3	1.85	910.7	83.1	19.69	20.96
13/09/1996	28.14	22.43	1996	257	23.16	1.22	910	80.84	19.35	23.04
14/09/1996	27.22	20.81	1996	258	23.08	1.12	909.7	83.3	20.82	21.43
15/09/1996	31.09	20.99	1996	259	24.41	9.06	909	75.99	20.23	21.3
16/09/1996	29.64	23.33	1996	260	24.13	5.17	910.3	77.04	20.65	23.93
17/09/1996	31.3	21.35	1996	261	24.58	0	911.9	69.97	19.89	22.12
18/09/1996	30.3	20.92	1996	262	24.42	0.09	912.4	74.52	20.66	21.72
19/09/1996	30.56	19.66	1996	263	24.39	0.74	911.5	70.44	20.11	20.36
20/09/1996	30.18	19.04	1996	264	24.21	1.44	910.8	74.3	21.12	19.47
21/09/1996	29.05	24.59	1996	265	23.78	1.83	910.7	77.47	20.44	25.13
22/09/1996	28.84	19.33	1996	266	23.92	0.66	911.8	75.84	20.49	20.01
23/09/1996	27.62	17.78	1996	267	22.59	2.54	912.2	82.36	19.6	18.37
24/09/1996	27.49	18.68	1996	268	22.73	2.69	911.4	77.08	19.78	19.29
25/09/1996	27.45	21.24	1996	269	22.65	4.43	910.8	78.06	19.27	21.9
26/09/1996	30.03	18.43	1996	270	23.76	0.68	910.8	73.57	19.53	19.38
27/09/1996	26.98	19.33	1996	271	22.89	2.28	910.7	81.9	19.66	19.97
28/09/1996	24.55	15.7	1996	272	21.89	5.94	910.1	90.39	20.39	16.43
29/09/1996	26.66	13.28	1996	273	21.6	2.3	910.5	81.63	18.59	14.3
30/09/1996	26.47	17.14	1996	274	22.03	0.62	911.6	80.94	18.52	18.03
01/10/1996	27.88	18.4	1996	275	23.02	1.12	912	78.05	19.69	19.01
02/10/1996	28.3	22.61	1996	276	23.27	0.53	911.2	76.15	19.77	23.2
03/10/1996	29.92	19.44	1996	277	23.54	0.74	910.1	73.01	18.39	19.82
04/10/1996	25.85	20.59	1996	278	22.54	0.24	909.9	78.11	19.65	21.31
05/10/1996	30.32	21.13	1996	279	24.12	0.24	909.8	70.14	19.36	21.71
06/10/1996	26.17	19.94	1996	280	22.59	0.55	909.7	81.25	20.01	20.88
07/10/1996	29.39	19.94	1996	281	23.53	2.77	908.9	77.02	19.24	20.36
08/10/1996	24.4	13.18	1996	282	21.62	1.54	910.1	88.34	19.69	14.08
09/10/1996	25.75	15.44	1996	283	21.53	7.36	912.4	88.77	19.12	16.53
10/10/1996	25.47	16.56	1996	284	20.93	4.57	912.8	83.91	18.46	18.28
11/10/1996	23.92	21.92	1996	285	20.27	0.95	911.6	80.43	17.46	23.84
12/10/1996	25.18	11.27	1996	286	20.89	2.84	910.3	86.01	18.39	12.48
13/10/1996	26.22	14.76	1996	287	21.12	1.45	910.4	85.34	17.99	15.93
14/10/1996	25.74	14.47	1996	288	21.36	3.42	910.1	87.29	18.75	15.45
15/10/1996	26.94	14.29	1996	289	22.05	2	909.8	82.6	18.71	15.03
16/10/1996	27.72	11.56	1996	290	22.44	3.07	909.8	82.16	18.48	12.19
17/10/1996	25.4	18.11	1996	291	21.87	0.52	910.2	88.03	20	18.79
18/10/1996	25.95	21.13	1996	292	22.06	1.72	911.1	84.26	19.22	21.77
19/10/1996	26.77	16.81	1996	293	21.29	2.13	911.6	80.43	17.77	17.79
20/10/1996	27.97	23.44	1996	294	21.6	0.1	911.4	70.97	16.5	24.02
21/10/1996	30.02	17.39	1996	295	22.82	0.63	911.2	74.34	17.15	17.83
22/10/1996	31.46	18.22	1996	296	24.38	0.45	910.5	71.46	19.39	18.65
23/10/1996	28.15	15.44	1996	297	23.2	3.36	910.9	80.58	20.08	16.07
24/10/1996	29.87	18.32	1996	298	23.18	1.22	911.1	74.25	18.73	19.08
25/10/1996	30.07	20.95	1996	299	23.66	0.23	911.1	68.87	18.06	21.57
26/10/1996	31.49	21.85	1996	300	24.49	0.63	912.2	70.32	19.62	22.64
27/10/1996	29.46	18.9	1996	301	23.36	1.54	913.1	74.52	18.89	20.32
28/10/1996	28.82	16.63	1996	302	21.82	0.34	912.8	74.64	17.44	18.42
29/10/1996	28.88	18.58	1996	303	22.21	0.22	911.1	70.93	17.81	20.04
30/10/1996	28.89	17.78	1996	304	22.21	0.22	911.4	72.84	17.62	19.16
31/10/1996	28.02	15.84	1996	305	22.15	0.57	911.9	75.44	18.36	17.2
01/11/1996	29.09	16.96	1996	306	22.91	0.61	910.3	76.6	18.81	18.08
02/11/1996	29.35	17.71	1996	307	22.69	1.1	910.6	73.66	18.46	19.39
03/11/1996	23.79	11.48	1996	308	20.84	3.56	910.3	88.97	18.26	13.85
04/11/1996	28.02	15.88	1996	309	22.32	2.72	910.4	79.95	19.37	17.25
05/11/1996	30.22	20.74	1996	310	22.85	0.79	911.7	74.35	17.62	22
06/11/1996	30.25	21.28	1996	311	23.15	0.31	911.9	71.17	18.27	22.6
07/11/1996	30.63	21.89	1996	312	23.16	0.09	911.1	66.96	17.82	22.95
08/11/1996	28.26	14.33	1996	313	22.28	0.5	911.7	74.92	18.77	16.17
09/11/1996	22.37	10.69	1996	314	19.62	2.26	911.5	86.32	16.48	13.39
10/11/1996	21.64	18.04	1996	315	17.44	1	913	79.02	15.39	20.91
11/11/1996	22.63	17.14	1996	316	17.63	0.69	914.7	80.09	14.7	19.82
12/11/1996	24.61	16.74	1996	317	18.69	0.9	915	84.71	14.81	19.29
13/11/1996	26.57	15.26	1996	318	21.16	1.39	914.3	81.69	18.2	17.92
14/11/1996	25.39	9.36	1996	319	20.75	2.07	912.3	82.82	17.95	11.98
15/11/1996	26.96	12.64	1996	320	21.22	0.94	911	78.44	17.81	14.79
16/11/1996	27.22	14.72	1996	321	21.63	0.2	911	79.46	17.89	16.3
17/11/1996	27	13.25	1996	322	21.88	5.96	911.7	82.74	18.83	14.84
18/11/1996	26.58	8.17	1996	323	21.89	9.03	910.3	86.35	19.18	9.67
19/11/1996	26.62	13.46	1996	324	21.46	1.57	910.3	80.8	17.59	14.94
20/11/1996	28.15	19.08	1996	325	20.86	0.01	911	67.1	15.7	20.03
21/11/1996	30.68	16.34	1996	326	22.23	0.2	911.2	64.5	15.86	16.66
22/11/1996	28.91	17.32	1996	327	21.78	0.17	912.3	71.07	16.94	18.41
23/11/1996	27.85	21.96	1996	328	20.64	0.06	912.3	65.93	15.02	22.91
24/11/1996	29.77	20.99	1996	329	21.94	0.06	911.7	64.03	15.88	21.34
25/11/1996	29.31	17.96	1996	330	22.09	0.34	912.4	71.23	16.34	19.21
26/11/1996	26.91	16.27	1996	331	21.2	1.17	913.9	78.14	17.58	18.48
27/11/1996	21.22	12.28	1996	332	19.01	2.57	914.9	90.18	17.18	14.62
28/11/1996	25.28	15.12	1996	333	19.63	1.84	913.9	83.65	16.91	17.48
29/11/1996	27.95	15.88	1996	334	21.17	0.81	912.2	78.03	16.89	17.09
30/11/1996	29.62	21.24	1996	335	22.34	0	910.9	65.36	17.72	21.67
01/12/1996	30.4	21.74	1996	336	22.08	0.32	911.3	62.18	16.05	22.48
02/12/1996	27.82	16.85	1996	337	20.62	1.56	912	72.35	16.43	18.14
03/12/1996	27.97	16.96	1996	338	21.13	0.16	912.7	74.88	16.62	18.65
04/12/1996	26.36	20.41	1996	339	19.76	0.2	914	74.25	14.95	22.27
05/12/1996	27.41	20.23	1996	340	20.27	0.78	913.8	75.56	15.4	21.42
06/12/1996	27.54	21.38	1996	341	20.04	0	912.4	68.56	15.24	22.5
07/12/1996	29.74	20.34	1996	342	21.08	0.03	911.8	66.31	15.33	21.28
08/12/1996	25.67	19.12	1996	343	19.64	0.61	914.5	74.11	15.89	21.11
09/12/1996	26.23	16.67	1996	344	19.77	3.43	915.2	82.63	15.89	18.78
10/12/1996	26.13	13.07	1996	345	19.63	1.14	915.4	78	16.22	15.01
11/12/1996	27.24	19.58	1996	346	19.79	0.05	913.7	72.17	14.32	20.88
12/12/1996	29.22	19.04	1996	347	21.46	0.7	912.5	71.43	15.85	19.8
13/12/1996	26.77	11.23	1996	348	20.61	1.48	913.1	77.67	16.84	12.85
14/12/1996	25.64	11.81	1996	349	19.14	0.11	913	73.17	15.4	13.68
15/12/1996	26.55	18.29	1996	350	19.52	0.18	912.9	72.37	14.56	19.97
16/12/1996	27.33	18.29	1996	351	20.14	0.44	911.4	73.41	14.94	19.75
17/12/1996	27.79	17.35	1996	352	19.97	0.02	910.4	66.25	14.96	18.62
18/12/1996	30.26	20.95	1996	353	20.86	0.07	911	60.69	13.55	21.58
19/12/1996	25.5	9.83	1996	354	19.35	1.59	914.2	78.37	15.36	11.8
20/12/1996	21.02	13.28	1996	355	16.41	2.16	914.9	85.53	12.95	15.75
21/12/1996	25.78	10.55	1996	356	19.24	2.18	914	83.63	15.65	12.62
22/12/1996	26.24	7.31	1996	357	20.1	0.85	914	78.74	16.73	9.56
23/12/1996	27.43	12.06	1996	358	20.73	0.19	912.9	74.63	16.41	13.62
24/12/1996	27.86	17.32	1996	359	20.78	0.17	912.2	72.36	15.91	18.61
25/12/1996	26.89	12.96	1996	360	20.44	0.26	912.4	69.86	16.63	14.6
26/12/1996	28.38	17.86	1996	361	20.86	0	913.1	68.72	15.65	19.24
27/12/1996	30.05	18.47	1996	362	22.15	0.07	913.5	67.49	16.84	19.68
28/12/1996	28.27	17.6	1996	363	21.49	0.22	913.7	70.88	17.13	19.09
29/12/1996	28.85	15.52	1996	364	21.23	0	913.1	66.05	16.12	16.71
30/12/1996	28.89	15.37	1996	365	21.28	0.04	913.9	65.79	16.52	16.67
31/12/1996	28.19	16.78	1996	366	21.11	0.01	913.1	70.46	16.2	18.17
01/01/1997	26.65	18.83	1997	1	20.42	0.01	912.7	73.28	16.09	20.03
02/01/1997	25.06	19.44	1997	2	19.87	0.07	913.7	74.29	16.58	20.83
03/01/1997	28.36	16.34	1997	3	21.19	0.09	913.6	71.2	16.35	17.29
04/01/1997	30.31	19.98	1997	4	22.22	0	912.4	63.05	16.16	20.46
05/01/1997	31.67	21.96	1997	5	22.75	0	911.5	55.14	16.2	22.35
06/01/1997	30.57	21.49	1997	6	22.48	0	911.5	58.14	15.66	22.4
07/01/1997	31.75	20.16	1997	7	23.01	0	912	54.29	16.38	20.58
08/01/1997	31.15	17.75	1997	8	23.22	0	912.1	53.21	16.83	18.28
09/01/1997	30.43	18.97	1997	9	22.83	0.03	912	58.85	15.83	19.53
10/01/1997	25.48	15.48	1997	10	20.92	0.09	912.3	72.07	17.81	16.54
11/01/1997	29.15	17.78	1997	11	21.78	0.8	911.9	63.03	16.92	18.25
12/01/1997	29.01	20.52	1997	12	21.59	2.4	912.9	68.41	16.06	21.24
13/01/1997	30.24	17.64	1997	13	22.41	3.08	913.9	65.37	16.55	18.6
14/01/1997	24.81	11.63	1997	14	19.73	3.32	914.7	79.57	16.07	13.29
15/01/1997	27.74	19.8	1997	15	20.12	0.01	914.2	69.34	14.19	21.01
16/01/1997	27.28	15.12	1997	16	20.42	0.29	915	72.35	15.52	16.57
17/01/1997	26.05	11.05	1997	17	19.68	0.58	916	77.74	15.97	13.13
18/01/1997	23.38	15.3	1997	18	17.73	0.21	918.4	74.29	14.16	18.05
19/01/1997	23.38	17.24	1997	19	17.58	0.85	917	76.12	14.17	19.65
20/01/1997	24.06	16.85	1997	20	17.09	1.48	917.1	74.15	12.71	18.66
21/01/1997	25.15	22.86	1997	21	17.31	3.39	916.5	77.5	12.46	24.45
22/01/1997	28.77	22.32	1997	22	20.51	0.01	915.1	67.72	14.21	23.46
23/01/1997	28.19	19.22	1997	23	21.2	1.29	914.4	73.18	16.21	20.13
24/01/1997	29.64	17.82	1997	24	21.95	1.07	913.6	68.16	16.54	18.59
25/01/1997	27.48	22	1997	25	21.56	0.48	914.1	74.03	18.12	23.13
26/01/1997	26.58	13.97	1997	26	20.81	1.84	915	75.83	17.47	15.71
27/01/1997	27.58	18.25	1997	27	20.98	0.66	913.8	71.83	16.37	19.57
28/01/1997	28.74	20.12	1997	28	21.91	0.07	913.1	67.14	17.21	20.9
29/01/1997	27.26	13.46	1997	29	21.06	0.6	913.9	72.76	17.33	14.95
30/01/1997	26.06	10.69	1997	30	19.96	4.18	915.5	77.3	16.72	12.79
31/01/1997	25.3	9.5	1997	31	19.3	8.17	915.6	82.42	15.97	11.53
01/02/1997	27.4	19.76	1997	32	20.21	0.7	913.9	74.15	15.05	21.12
02/02/1997	29.79	20.05	1997	33	21.41	2.38	911.9	66.5	15.37	20.87
03/02/1997	28.25	18.07	1997	34	20.34	5.15	912.2	72.07	14.88	18.9
04/02/1997	30.56	21.24	1997	35	22.23	0.4	912.6	63.48	16.24	22.17
05/02/1997	27.18	15.84	1997	36	20.62	1.14	914.1	74.38	16.48	17.43
06/02/1997	28.22	19.19	1997	37	21.08	0.29	913.1	70.45	16.2	20.53
07/02/1997	29.6	20.59	1997	38	21.92	0.06	912.7	65.75	16.16	21.73
08/02/1997	30.08	18.5	1997	39	22.37	0.19	913.6	67.4	17.17	20.07
09/02/1997	28.3	16.96	1997	40	21.37	0.45	914.5	72.95	17.35	18.74
10/02/1997	29.33	19.4	1997	41	22	0.1	914.3	66.66	16.94	21.13
11/02/1997	28.03	15.8	1997	42	21.05	0.03	914.7	67.59	16.65	17.87
12/02/1997	29.51	22.57	1997	43	21.87	0.04	912.9	60.46	16.17	23.64
13/02/1997	33.5	22.54	1997	44	23.89	0	910.7	53.34	16.59	23.25
14/02/1997	32.2	24.12	1997	45	23.41	0	911.2	53.03	16.47	24.97
15/02/1997	29.13	12.96	1997	46	22.17	1.2	913.4	69.75	17.6	14.85
16/02/1997	25.88	13.72	1997	47	20.14	7.62	915.2	79.72	17.5	16.39
17/02/1997	25.08	9.94	1997	48	20.05	2.17	915.3	76.6	16.76	12.53
18/02/1997	26.67	15.73	1997	49	20.17	0.88	914.3	72.27	16.31	17.91
19/02/1997	27.85	21.31	1997	50	20.95	0.1	912.1	69.87	16.74	22.79
20/02/1997	32.02	22.21	1997	51	23.05	0	910.5	54.69	16.27	22.92
21/02/1997	33.04	24.44	1997	52	23.72	0	910.2	51.34	16.57	25.11
22/02/1997	30.82	21.46	1997	53	22.78	0.22	911.8	62.34	17.26	22.92
23/02/1997	28.46	15.34	1997	54	21.88	0.31	913.7	68.65	17.9	17.36
24/02/1997	27.54	19.69	1997	55	21.19	0.08	913.9	66.74	17.04	21.68
25/02/1997	30	23.65	1997	56	22.43	0.03	911.7	62.5	17.64	25.36
26/02/1997	31.93	22.43	1997	57	23.03	0	910	51.58	16.18	22.97
27/02/1997	33.83	23	1997	58	24.86	0.01	910.1	47.12	17.27	23.67
28/02/1997	33.16	21.92	1997	59	25.07	0.16	911	57.68	18.75	22.66
01/03/1997	32.91	20.16	1997	60	25.07	0	910.6	57.6	19.2	20.58
02/03/1997	34.64	23.54	1997	61	25.34	0	910.4	47.23	17.9	24.23
03/03/1997	32.47	20.23	1997	62	23.93	0.02	910.8	57.84	18.3	21.34
04/03/1997	32.66	24.48	1997	63	23.55	0.08	911.7	56.16	17.71	25.84
05/03/1997	31.95	23.94	1997	64	23.31	0.09	911.8	57.74	16.85	25.4
06/03/1997	30.53	21.17	1997	65	22.36	0.39	912.8	62.61	17.59	23.24
07/03/1997	28.13	23.44	1997	66	20.85	0.03	913	61.21	16.02	25.98
08/03/1997	29.01	22.03	1997	67	21.62	0.11	912.6	65.04	17.13	24.33
09/03/1997	30.36	23	1997	68	22.22	0	912.1	64.9	16.78	25.2
10/03/1997	28.93	20.48	1997	69	21.99	0	911.3	65.89	17.98	22.53
11/03/1997	31.1	23.9	1997	70	22.67	0	910.8	55.5	16.84	25.56
12/03/1997	31.07	25.06	1997	71	23.12	0	911.1	59.96	17.17	26.33
13/03/1997	34.75	25.81	1997	72	25.49	0	910.6	49.9	17.1	26.38
14/03/1997	36.31	26.82	1997	73	26.81	0	911.1	43.71	19	27.47
15/03/1997	33.15	22.82	1997	74	24.78	0	912.8	60.06	18.86	24.66
16/03/1997	30.01	19.84	1997	75	23.05	0.04	913.9	64.54	18.63	22.22
17/03/1997	29.94	21.64	1997	76	22.71	0.25	914.3	63.52	18.41	23.81
18/03/1997	30.64	23.11	1997	77	22.49	0	913.8	58.2	16.87	24.86
19/03/1997	31.87	23.33	1997	78	23.69	0.1	913.1	58.08	17.2	24.19
20/03/1997	30.41	22.07	1997	79	23.31	0.72	913.1	60.78	18.06	23.29
21/03/1997	30.52	22.79	1997	80	22.97	0.05	913.1	59.87	16.81	24.06
22/03/1997	33.03	21.1	1997	81	24.88	0.26	912.5	51.89	17.56	21.6
23/03/1997	29.24	19.58	1997	82	23.78	0.17	912.4	63.87	19.66	20.15
24/03/1997	30.18	19.22	1997	83	23.87	0.04	913	65.06	20.13	20.35
25/03/1997	33.15	19.12	1997	84	24.8	0.02	913.3	56.32	18	19.72
26/03/1997	34.69	22.32	1997	85	25.47	0.07	913.7	51.65	18.46	23.16
27/03/1997	32.64	24.26	1997	86	24.28	0.05	914	52.14	17.6	25.31
28/03/1997	34.34	25.81	1997	87	24.89	0.05	912.4	45.81	16.96	26.41
29/03/1997	34.98	25.56	1997	88	25.43	0	911.8	44.69	17.86	26.02
30/03/1997	34.54	24.66	1997	89	25.88	0	911.8	46.13	18.44	25.04
31/03/1997	32.18	23.9	1997	90	25.07	0	912.6	53.21	19	24.6
01/04/1997	33.86	25.34	1997	91	25.27	0	912.2	53.85	18.19	26.2
02/04/1997	33.92	25.34	1997	92	25.49	0	912.7	50.3	18.69	26.46
03/04/1997	33.24	23.36	1997	93	24.98	0	912.2	49.56	17.47	24.31
04/04/1997	35.68	24.48	1997	94	26.56	0.01	910.9	46.47	18.5	25.12
05/04/1997	36.12	25.6	1997	95	26.92	0	910.6	46.11	18.97	26.49
06/04/1997	35.66	23.18	1997	96	26.73	0	911.4	49.2	19.69	24.1
07/04/1997	34.36	22.64	1997	97	25.84	0.01	911.8	53.54	19.63	23.91
08/04/1997	32.95	23.33	1997	98	25.08	0.03	911.2	56.81	19.38	24.56
09/04/1997	32.99	24.52	1997	99	24.44	0	910.8	53.62	18.45	25.91
10/04/1997	32.45	24.88	1997	100	23.73	0	911.2	53.76	16.95	26.29
11/04/1997	32.97	25.16	1997	101	25.11	0	910.4	51.38	18.35	25.79
12/04/1997	35.71	25.63	1997	102	26.6	0.03	909.3	50.27	18.38	26.09
13/04/1997	34.5	23.04	1997	103	26.62	0.24	909.7	51.85	20.04	23.65
14/04/1997	33.86	21.1	1997	104	26.09	0.23	911.1	55.84	20.12	22.2
15/04/1997	33.96	20.95	1997	105	25.64	0.27	912.5	55.99	19.59	22.57
16/04/1997	32.37	18.79	1997	106	24.27	0.48	912.5	61.15	18.98	20.77
17/04/1997	33.12	27.5	1997	107	24.37	0.03	911.6	51.54	17.62	29.21
18/04/1997	31.3	21.6	1997	108	23.16	1.55	911.5	62.41	16.36	23.18
19/04/1997	31.9	21.38	1997	109	24.34	9.63	911.2	65.37	18.45	21.75
20/04/1997	32.29	17.93	1997	110	25.07	6.27	910.9	65.92	19.52	18.27
21/04/1997	33.32	24.23	1997	111	25.78	0.01	910.8	60.16	19.64	24.8
22/04/1997	31.96	22.28	1997	112	25.5	0.02	910	59.23	20.74	23.56
23/04/1997	33.84	24.98	1997	113	25.69	0.04	909.1	57.64	18.86	26.36
24/04/1997	33.27	26.71	1997	114	25.81	0.8	908.6	57.41	20	28.04
25/04/1997	33.81	27.47	1997	115	24.74	0.01	909.2	50.48	17.98	29.38
26/04/1997	33.88	24.37	1997	116	24.95	0.01	909.7	54.99	17.89	26.4
27/04/1997	35.32	27.25	1997	117	26.38	0.03	909.6	51.99	18.84	29.15
28/04/1997	35.97	23.9	1997	118	27.18	0.04	910.8	46.8	18.7	24.5
29/04/1997	31.56	12.35	1997	119	25.63	0.11	912	61.76	21.84	13.56
30/04/1997	31.89	18.43	1997	120	25.88	0.33	910.7	65.53	21.43	18.93
01/05/1997	33.31	20.95	1997	121	26.02	0.72	909.4	64.09	20.88	21.37
02/05/1997	34.95	26.42	1997	122	26.99	0.05	909.8	51.32	20.29	27.04
03/05/1997	36.75	24.16	1997	123	27.67	0.01	911.4	48.88	20.6	25.31
04/05/1997	31.99	21.6	1997	124	24.58	0.07	913.2	60.22	19.79	23.78
05/05/1997	29.96	22.18	1997	125	23.54	0.25	914.2	64.15	18.98	24.61
06/05/1997	30.29	20.41	1997	126	23.5	0.05	913.2	61.61	18.42	22.63
07/05/1997	31.67	23.58	1997	127	23.99	0.06	913	60.74	18.42	25.49
08/05/1997	32.66	18.14	1997	128	24.51	3.36	913	62.14	18.52	19.61
09/05/1997	30.46	19.98	1997	129	23.84	3.62	912.6	70.02	19.6	20.9
10/05/1997	30.21	20.74	1997	130	24.12	0.07	912.4	64.26	19.1	21.57
11/05/1997	27.55	18	1997	131	23.62	0.68	912.5	67.98	20.34	18.66
12/05/1997	29.53	20.41	1997	132	23.98	3.47	911.6	64.86	19.5	21.19
13/05/1997	30.28	18.14	1997	133	24.23	3.58	911.3	67.1	20.21	18.94
14/05/1997	26.4	21.1	1997	134	22.72	6.25	911.9	79.49	20.27	22.01
15/05/1997	27.88	19.01	1997	135	22.58	4.01	911.1	73.77	19.33	19.94
16/05/1997	30.82	22.32	1997	136	23.73	0.14	910.7	64.1	18.07	23.45
17/05/1997	31.29	22.39	1997	137	24.29	0	910.2	63.93	18.99	23.38
18/05/1997	33.08	20.27	1997	138	25.27	0	910.1	61.3	19.07	21.51
19/05/1997	32.45	18.76	1997	139	25.14	0.11	910	62.2	20.15	20.12
20/05/1997	33.82	24.12	1997	140	25.51	0.4	910.3	57.36	18.94	25.36
21/05/1997	33.16	23.87	1997	141	25.45	0.14	910.8	56.88	20.13	25.24
22/05/1997	32.73	24.23	1997	142	24.8	0.8	911.4	61.52	19.34	25.47
23/05/1997	32.11	23.87	1997	143	24.59	0.84	912.3	63.97	19.45	25.36
24/05/1997	34.43	23.8	1997	144	26.12	0.09	911.9	54.8	18.99	24.52
